timestamp,value,anomaly_score,raw_score,norm_raw_score,exp_scores_sum,anomaly_min,anomaly_max,label,S(t)_reward_low_FP_rate,S(t)_reward_low_FN_rate,S(t)_standard
2011-07-01 00:15:01,0.405422534525,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0
2011-07-01 01:15:01,0.433961278227,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0
2011-07-01 02:15:01,0.389267501625,1.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0
2011-07-01 03:15:01,0.368098502243,1.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0
2011-07-01 04:15:01,0.365234426765,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0
2011-07-01 05:15:01,0.3428794869,1.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0
2011-07-01 06:15:01,0.32065002098900003,1.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0
2011-07-01 07:15:01,0.328999171839,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0
2011-07-01 08:15:01,0.330918820695,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0
2011-07-01 09:15:01,0.396968683829,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0
2011-07-01 10:15:01,0.44347161212,1.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0
2011-07-01 11:15:01,0.662412074347,1.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0
2011-07-01 12:15:01,0.7074603313750001,1.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0
2011-07-01 13:15:01,0.597161557559,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0
2011-07-01 14:15:01,0.600127175161,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0
2011-07-01 15:15:01,0.5348122465240001,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0
2011-07-01 16:15:01,0.46917505741,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0
2011-07-01 17:15:01,0.505456517193,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0
2011-07-01 18:15:01,0.4535763584000001,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0
2011-07-01 19:15:01,0.5798271639729999,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0
2011-07-01 20:15:01,0.929018598624,1.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0
2011-07-01 21:15:01,0.481969218049,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0
2011-07-01 22:15:01,1.59456911756,1.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0
2011-07-01 23:15:01,3.02086765513,1.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0
2011-07-02 00:15:01,2.8248490146900003,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0
2011-07-02 01:15:01,1.01660459594,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0
2011-07-02 02:15:01,0.550420623732,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0
2011-07-02 03:15:01,0.689861668363,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0
2011-07-02 04:15:01,0.643394562177,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0
2011-07-02 05:15:01,0.603330401792,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0
2011-07-02 06:15:01,0.6009973710600001,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0
2011-07-02 07:15:01,0.644907856905,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0
2011-07-02 08:15:01,0.6198962824809999,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0
2011-07-02 09:15:01,0.711410835499,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0
2011-07-02 10:15:01,0.823032683736,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0
2011-07-02 11:15:01,0.982650117997,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0
2011-07-02 12:15:01,1.82198845938,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0
2011-07-02 13:15:01,1.4539117855,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0
2011-07-02 14:15:01,1.33707622155,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0
2011-07-02 15:15:01,1.08711717782,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0
2011-07-02 16:15:01,0.91170299956,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0
2011-07-02 17:15:01,0.803212193223,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0
2011-07-02 18:15:01,1.1192518241299998,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0
2011-07-02 19:15:01,0.747777030865,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0
2011-07-02 20:15:01,0.79998925588,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0
2011-07-02 21:15:01,0.7659876480910001,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0
2011-07-02 22:15:01,0.7059485170409999,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0
2011-07-02 23:15:01,1.4538861067200002,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0
2011-07-03 00:15:01,1.3890211301100002,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0
2011-07-03 01:15:01,0.925834177713,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0
