timestamp,value,anomaly_score,raw_score,label,S(t)_reward_low_FP_rate,S(t)_reward_low_FN_rate,S(t)_standard
2014-04-01 00:00:00,18.324918539200002,0.0,0.0,0,0,0.0,0.0
2014-04-01 00:05:00,21.970327182,0.0,0.0,0,0,0.0,0.0
2014-04-01 00:10:00,18.6248060317,0.0,0.0,0,0,0.0,0.0
2014-04-01 00:15:00,21.953683975900002,0.0,0.0,0,0,0.0,0.0
2014-04-01 00:20:00,21.909119730300002,0.0,0.0,0,0,0.0,0.0
2014-04-01 00:25:00,21.1752724156,0.0,0.0,0,0,0.0,0.0
2014-04-01 00:30:00,20.637691848299998,0.0,0.0,0,0,0.0,0.0
2014-04-01 00:35:00,20.311228201,0.0,0.0,0,0,0.0,0.0
2014-04-01 00:40:00,21.4644061815,0.0,0.0,0,0,0.0,0.0
2014-04-01 00:45:00,19.1577580865,0.0,0.0,0,0,0.0,0.0
2014-04-01 00:50:00,19.8707248499,0.0,0.0,0,0,0.0,0.0
2014-04-01 00:55:00,20.4775598775,0.0,0.0,0,0,0.0,0.0
2014-04-01 01:00:00,19.644761903499997,0.0,0.0,0,0,0.0,0.0
2014-04-01 01:05:00,19.7099458164,0.0,0.0,0,0,0.0,0.0
2014-04-01 01:10:00,19.32113867,0.0,0.0,0,0,0.0,0.0
2014-04-01 01:15:00,20.2569272667,0.0,0.0,0,0,0.0,0.0
2014-04-01 01:20:00,21.4022981121,0.0,0.0,0,0,0.0,0.0
2014-04-01 01:25:00,18.806113512,0.0,0.0,0,0,0.0,0.0
2014-04-01 01:30:00,21.737732155,0.0,0.0,0,0,0.0,0.0
2014-04-01 01:35:00,20.756350615,0.0,0.0,0,0,0.0,0.0
2014-04-01 01:40:00,21.2930928507,0.0,0.0,0,0,0.0,0.0
2014-04-01 01:45:00,20.2247627705,0.0,0.0,0,0,0.0,0.0
2014-04-01 01:50:00,21.1180668057,0.0,0.0,0,0,0.0,0.0
2014-04-01 01:55:00,18.064801589400002,0.0,0.0,0,0,0.0,0.0
2014-04-01 02:00:00,21.2735216991,0.0,0.0,0,0,0.0,0.0
2014-04-01 02:05:00,18.1605554363,0.0,0.0,0,0,0.0,0.0
2014-04-01 02:10:00,21.559653505500002,0.0,0.0,0,0,0.0,0.0
2014-04-01 02:15:00,21.967850989000002,0.0,0.0,0,0,0.0,0.0
2014-04-01 02:20:00,19.1762698487,0.0,0.0,0,0,0.0,0.0
2014-04-01 02:25:00,18.8412742251,0.0,0.0,0,0,0.0,0.0
2014-04-01 02:30:00,21.0614534554,0.0,0.0,0,0,0.0,0.0
2014-04-01 02:35:00,19.012105363699998,0.0,0.0,0,0,0.0,0.0
2014-04-01 02:40:00,21.4622495327,0.0,0.0,0,0,0.0,0.0
2014-04-01 02:45:00,18.4113703686,0.0,0.0,0,0,0.0,0.0
2014-04-01 02:50:00,18.5038207855,0.0,0.0,0,0,0.0,0.0
2014-04-01 02:55:00,21.9166062204,0.0,0.0,0,0,0.0,0.0
2014-04-01 03:00:00,20.6953555931,0.0,0.0,0,0,0.0,0.0
2014-04-01 03:05:00,21.3875488977,0.0,0.0,0,0,0.0,0.0
2014-04-01 03:10:00,19.2973175094,0.0,0.0,0,0,0.0,0.0
2014-04-01 03:15:00,20.7059349981,0.0,0.0,0,0,0.0,0.0
2014-04-01 03:20:00,20.3769673092,0.0,0.0,0,0,0.0,0.0
2014-04-01 03:25:00,20.4126004805,0.0,0.0,0,0,0.0,0.0
2014-04-01 03:30:00,20.7301298382,0.0,0.0,0,0,0.0,0.0
2014-04-01 03:35:00,20.3014366925,0.0,0.0,0,0,0.0,0.0
2014-04-01 03:40:00,19.7162494772,0.0,0.0,0,0,0.0,0.0
2014-04-01 03:45:00,19.1036907775,0.0,0.0,0,0,0.0,0.0
2014-04-01 03:50:00,21.0743253237,0.0,0.0,0,0,0.0,0.0
2014-04-01 03:55:00,18.90508972,0.0,0.0,0,0,0.0,0.0
2014-04-01 04:00:00,20.7694172246,0.0,0.0,0,0,0.0,0.0
