timestamp,value,anomaly_score,label,S(t)_reward_low_FP_rate,S(t)_reward_low_FN_rate,S(t)_standard
2015-09-01 13:45:00,3.06,0.0,0,0.0,0.0,0.0
2015-09-01 13:50:00,6.44,0.0,0,0.0,0.0,0.0
2015-09-01 13:55:00,5.17,0.0,0,0.0,0.0,0.0
2015-09-01 14:00:00,3.83,0.0,0,0.0,0.0,0.0
2015-09-01 14:05:00,4.5,0.0,0,0.0,0.0,0.0
2015-09-01 14:20:00,2.94,0.0,0,0.0,0.0,0.0
2015-09-01 14:25:00,2.28,0.0,0,0.0,0.0,0.0
2015-09-01 14:35:00,1.67,0.0,0,0.0,0.0,0.0
2015-09-01 14:40:00,18.83,0.0,0,0.0,0.0,0.0
2015-09-01 14:45:00,12.0,0.0,0,0.0,0.0,0.0
2015-09-01 14:50:00,13.11,0.0,0,0.0,0.0,0.0
2015-09-01 14:55:00,12.72,0.0,0,0.0,0.0,0.0
2015-09-01 15:20:00,1.67,0.0,0,0.0,0.0,0.0
2015-09-01 17:15:00,12.78,0.0,0,0.0,0.0,0.0
2015-09-01 17:25:00,7.5,0.0,0,0.0,0.0,0.0
2015-09-01 17:30:00,1.94,0.0,0,0.0,0.0,0.0
2015-09-01 17:35:00,3.72,0.0,0,0.0,0.0,0.0
2015-09-01 17:45:00,2.72,0.0,0,0.0,0.0,0.0
2015-09-01 17:55:00,3.83,0.0,0,0.0,0.0,0.0
2015-09-01 18:10:00,3.83,0.0,0,0.0,0.0,0.0
2015-09-01 18:45:00,1.83,0.0,0,0.0,0.0,0.0
2015-09-01 18:50:00,2.56,0.0,0,0.0,0.0,0.0
2015-09-01 19:00:00,2.28,0.0,0,0.0,0.0,0.0
2015-09-01 19:05:00,2.28,0.0,0,0.0,0.0,0.0
2015-09-01 19:10:00,7.89,0.0,0,0.0,0.0,0.0
2015-09-01 19:20:00,2.28,0.0,0,0.0,0.0,0.0
2015-09-01 19:25:00,2.06,0.0,0,0.0,0.0,0.0
2015-09-01 19:30:00,1.17,0.0,0,0.0,0.0,0.0
2015-09-01 19:40:00,1.17,0.0,0,0.0,0.0,0.0
2015-09-01 19:55:00,1.56,0.0,0,0.0,0.0,0.0
2015-09-01 20:00:00,3.61,0.0,0,0.0,0.0,0.0
2015-09-01 20:05:00,2.72,0.0,0,0.0,0.0,0.0
2015-09-01 20:10:00,1.17,0.0,0,0.0,0.0,0.0
2015-09-01 20:20:00,3.44,0.0,0,0.0,0.0,0.0
2015-09-01 20:25:00,3.5,0.0,0,0.0,0.0,0.0
2015-09-01 20:30:00,4.5,0.0,0,0.0,0.0,0.0
2015-09-01 20:45:00,1.44,0.0,0,0.0,0.0,0.0
2015-09-01 20:55:00,5.44,0.0,0,0.0,0.0,0.0
2015-09-01 21:05:00,1.67,0.0,0,0.0,0.0,0.0
2015-09-01 21:25:00,5.17,0.0,0,0.0,0.0,0.0
2015-09-01 21:40:00,2.06,0.0,0,0.0,0.0,0.0
2015-09-01 22:30:00,2.56,0.0,0,0.0,0.0,0.0
2015-09-01 22:35:00,2.94,0.0,0,0.0,0.0,0.0
2015-09-01 22:40:00,1.44,0.0,0,0.0,0.0,0.0
2015-09-01 22:45:00,2.94,0.0,0,0.0,0.0,0.0
2015-09-01 23:01:00,1.83,0.0,0,0.0,0.0,0.0
2015-09-01 23:05:00,1.94,0.0,0,0.0,0.0,0.0
2015-09-01 23:10:00,2.17,0.0,0,0.0,0.0,0.0
2015-09-01 23:20:00,1.0,0.0,0,0.0,0.0,0.0
2015-09-01 23:40:00,0.89,0.0,0,0.0,0.0,0.0
2015-09-02 00:00:00,1.39,0.0,0,0.0,0.0,0.0
2015-09-02 00:05:00,0.28,0.0,0,0.0,0.0,0.0
2015-09-02 00:15:00,0.39,0.0,0,0.0,0.0,0.0
2015-09-02 00:20:00,1.0,0.0,0,0.0,0.0,0.0
2015-09-02 00:35:00,1.0,0.0,0,0.0,0.0,0.0
2015-09-02 01:00:00,0.5,0.0,0,0.0,0.0,0.0
2015-09-02 01:35:00,0.22,0.0,0,0.0,0.0,0.0
2015-09-02 02:10:00,5.0,0.0,0,0.0,0.0,0.0
2015-09-02 02:25:00,0.5,0.0,0,0.0,0.0,0.0
2015-09-02 02:40:00,0.0,0.0,0,0.0,0.0,0.0
2015-09-02 03:05:00,0.5,0.0,0,0.0,0.0,0.0
2015-09-02 03:10:00,0.0,0.0,0,0.0,0.0,0.0
2015-09-02 03:35:00,1.67,0.0,0,0.0,0.0,0.0
2015-09-02 04:15:00,2.17,0.0,0,0.0,0.0,0.0
2015-09-02 04:20:00,0.5,0.0,0,0.0,0.0,0.0
2015-09-02 04:25:00,1.44,0.0,0,0.0,0.0,0.0
2015-09-02 04:30:00,1.39,0.0,0,0.0,0.0,0.0
2015-09-02 04:35:00,3.5,0.0,0,0.0,0.0,0.0
2015-09-02 04:45:00,2.56,0.0,0,0.0,0.0,0.0
2015-09-02 04:50:00,2.56,0.0,0,0.0,0.0,0.0
2015-09-02 05:00:00,6.06,0.0,0,0.0,0.0,0.0
2015-09-02 05:05:00,2.06,0.0,0,0.0,0.0,0.0
2015-09-02 05:15:00,4.39,0.0,0,0.0,0.0,0.0
2015-09-02 05:20:00,5.44,0.0,0,0.0,0.0,0.0
2015-09-02 05:25:00,12.39,0.0,0,0.0,0.0,0.0
2015-09-02 05:30:00,5.83,0.0,0,0.0,0.0,0.0
2015-09-02 05:35:00,4.5,0.0,0,0.0,0.0,0.0
2015-09-02 05:45:00,9.28,0.0,0,0.0,0.0,0.0
2015-09-02 05:50:00,5.39,0.0,0,0.0,0.0,0.0
2015-09-02 05:55:00,9.17,0.0,0,0.0,0.0,0.0
2015-09-02 06:00:00,7.5,0.0,0,0.0,0.0,0.0
2015-09-02 06:05:00,10.33,0.0,0,0.0,0.0,0.0
2015-09-02 06:10:00,10.44,0.0,0,0.0,0.0,0.0
2015-09-02 06:15:00,10.94,0.0,0,0.0,0.0,0.0
2015-09-02 06:20:00,8.89,0.0,0,0.0,0.0,0.0
2015-09-02 06:25:00,15.61,0.0,0,0.0,0.0,0.0
2015-09-02 06:30:00,11.89,0.0,0,0.0,0.0,0.0
2015-09-02 06:35:00,17.0,0.0,0,0.0,0.0,0.0
2015-09-02 06:40:00,7.83,0.0,0,0.0,0.0,0.0
2015-09-02 06:45:00,11.11,0.0,0,0.0,0.0,0.0
2015-09-02 06:50:00,14.33,0.0,0,0.0,0.0,0.0
2015-09-02 06:55:00,10.83,0.0,0,0.0,0.0,0.0
2015-09-02 07:00:00,8.11,0.0,0,0.0,0.0,0.0
2015-09-02 07:05:00,14.83,0.0,0,0.0,0.0,0.0
2015-09-02 07:10:00,13.67,0.0,0,0.0,0.0,0.0
2015-09-02 07:15:00,16.5,0.0,0,0.0,0.0,0.0
2015-09-02 07:20:00,12.28,0.0,0,0.0,0.0,0.0
2015-09-02 07:25:00,11.06,0.0,0,0.0,0.0,0.0
2015-09-02 07:30:00,7.61,0.0,0,0.0,0.0,0.0
2015-09-02 07:35:00,11.44,0.0,0,0.0,0.0,0.0
2015-09-02 07:40:00,6.33,0.0,0,0.0,0.0,0.0
2015-09-02 07:45:00,13.89,0.0,0,0.0,0.0,0.0
2015-09-02 07:50:00,9.44,0.0,0,0.0,0.0,0.0
2015-09-02 07:55:00,2.72,0.0,0,0.0,0.0,0.0
2015-09-02 08:00:00,6.17,0.0,0,0.0,0.0,0.0
2015-09-02 08:05:00,11.83,0.0,0,0.0,0.0,0.0
2015-09-02 08:10:00,8.5,0.0,0,0.0,0.0,0.0
2015-09-02 08:15:00,6.06,0.0,0,0.0,0.0,0.0
2015-09-02 08:20:00,7.5,0.0,0,0.0,0.0,0.0
2015-09-02 08:30:00,9.78,0.6633749285151957,0,0.0,0.0,0.0
2015-09-02 08:35:00,11.89,0.6633730554244303,0,0.0,0.0,0.0
2015-09-02 08:45:00,9.28,0.6596275557528154,0,0.0,0.0,0.0
2015-09-02 08:50:00,6.44,0.6574184504908062,0,0.0,0.0,0.0
2015-09-02 08:55:00,4.28,0.6635163298484466,0,0.0,0.0,0.0
2015-09-02 09:00:00,6.83,0.6633977987308549,0,0.0,0.0,0.0
2015-09-02 09:05:00,8.0,0.6633418001342171,0,0.0,0.0,0.0
2015-09-02 09:10:00,9.0,0.6632550070398635,0,0.0,0.0,0.0
2015-09-02 09:20:00,1.06,0.6635547797817984,0,0.0,0.0,0.0
2015-09-02 09:30:00,4.11,0.6638414895729353,0,0.0,0.0,0.0
2015-09-02 09:35:00,8.11,0.6632009597105535,0,0.0,0.0,0.0
2015-09-02 09:40:00,5.06,0.6637182078329479,0,0.0,0.0,0.0
2015-09-02 09:50:00,4.61,0.6636694122944741,0,0.0,0.0,0.0
2015-09-02 09:55:00,1.0,0.6640609497204467,0,0.0,0.0,0.0
2015-09-02 10:00:00,1.39,0.6639885558638371,0,0.0,0.0,0.0
