timestamp,value,anomaly_score,label,S(t)_reward_low_FP_rate,S(t)_reward_low_FN_rate,S(t)_standard
2014-03-01 17:36:00,42.0,0.0,0,0.0,0.0,0.0
2014-03-01 17:41:00,94.8,0.0,0,0.0,0.0,0.0
2014-03-01 17:46:00,42.0,0.0,0,0.0,0.0,0.0
2014-03-01 17:51:00,68.4,0.0,0,0.0,0.0,0.0
2014-03-01 17:56:00,68.4,0.0,0,0.0,0.0,0.0
2014-03-01 18:01:00,86.4,0.0,0,0.0,0.0,0.0
2014-03-01 18:06:00,68.4,0.0,0,0.0,0.0,0.0
2014-03-01 18:11:00,42.0,0.0,0,0.0,0.0,0.0
2014-03-01 18:16:00,112.8,0.0,0,0.0,0.0,0.0
2014-03-01 18:21:00,68.4,0.0,0,0.0,0.0,0.0
2014-03-01 18:26:00,42.0,0.0,0,0.0,0.0,0.0
2014-03-01 18:31:00,86.4,0.0,0,0.0,0.0,0.0
2014-03-01 18:36:00,42.0,0.0,0,0.0,0.0,0.0
2014-03-01 18:41:00,68.4,0.0,0,0.0,0.0,0.0
2014-03-01 18:46:00,42.0,0.0,0,0.0,0.0,0.0
2014-03-01 18:51:00,104.4,0.0,0,0.0,0.0,0.0
2014-03-01 18:56:00,68.4,0.0,0,0.0,0.0,0.0
2014-03-01 19:01:00,42.0,0.0,0,0.0,0.0,0.0
2014-03-01 19:06:00,104.4,0.0,0,0.0,0.0,0.0
2014-03-01 19:11:00,42.0,0.0,0,0.0,0.0,0.0
2014-03-01 19:16:00,68.4,0.0,0,0.0,0.0,0.0
2014-03-01 19:21:00,68.4,0.0,0,0.0,0.0,0.0
2014-03-01 19:26:00,86.4,0.0,0,0.0,0.0,0.0
2014-03-01 19:31:00,68.4,0.0,0,0.0,0.0,0.0
2014-03-01 19:36:00,42.0,0.0,0,0.0,0.0,0.0
2014-03-01 19:41:00,112.8,0.0,0,0.0,0.0,0.0
2014-03-01 19:46:00,150.6,0.0,0,0.0,0.0,0.0
2014-03-01 19:51:00,42.0,0.0,0,0.0,0.0,0.0
2014-03-01 19:56:00,112.8,0.0,0,0.0,0.0,0.0
2014-03-01 20:01:00,50.4,0.0,0,0.0,0.0,0.0
2014-03-01 20:06:00,68.4,0.0,0,0.0,0.0,0.0
2014-03-01 20:11:00,42.0,0.0,0,0.0,0.0,0.0
2014-03-01 20:16:00,112.8,0.0,0,0.0,0.0,0.0
2014-03-01 20:21:00,68.4,0.0,0,0.0,0.0,0.0
2014-03-01 20:26:00,42.0,0.0,0,0.0,0.0,0.0
2014-03-01 20:31:00,112.8,0.0,0,0.0,0.0,0.0
2014-03-01 20:36:00,42.0,0.0,0,0.0,0.0,0.0
2014-03-01 20:41:00,68.4,0.0,0,0.0,0.0,0.0
2014-03-01 20:46:00,68.4,0.0,0,0.0,0.0,0.0
2014-03-01 20:51:00,78.0,0.0,0,0.0,0.0,0.0
2014-03-01 20:56:00,60.0,0.0,0,0.0,0.0,0.0
2014-03-01 21:01:00,42.0,0.0,0,0.0,0.0,0.0
2014-03-01 21:06:00,112.8,0.0,0,0.0,0.0,0.0
2014-03-01 21:11:00,42.0,0.0,0,0.0,0.0,0.0
2014-03-01 21:16:00,60.0,0.0,0,0.0,0.0,0.0
2014-03-01 21:21:00,68.4,0.0,0,0.0,0.0,0.0
2014-03-01 21:26:00,86.4,0.0,0,0.0,0.0,0.0
2014-03-01 21:31:00,68.4,0.0,0,0.0,0.0,0.0
2014-03-01 21:36:00,42.0,0.0,0,0.0,0.0,0.0
2014-03-01 21:41:00,112.8,0.0,0,0.0,0.0,0.0
2014-03-01 21:46:00,68.4,0.0,0,0.0,0.0,0.0
2014-03-01 21:51:00,42.0,0.0,0,0.0,0.0,0.0
2014-03-01 21:56:00,112.8,0.0,0,0.0,0.0,0.0
2014-03-01 22:01:00,42.0,0.0,0,0.0,0.0,0.0
2014-03-01 22:06:00,68.4,0.0,0,0.0,0.0,0.0
2014-03-01 22:11:00,68.4,0.0,0,0.0,0.0,0.0
2014-03-01 22:16:00,86.4,0.0,0,0.0,0.0,0.0
2014-03-01 22:21:00,68.4,0.0,0,0.0,0.0,0.0
2014-03-01 22:26:00,42.0,0.0,0,0.0,0.0,0.0
2014-03-01 22:31:00,94.8,0.0,0,0.0,0.0,0.0
2014-03-01 22:36:00,42.0,0.0,0,0.0,0.0,0.0
2014-03-01 22:41:00,68.4,0.0,0,0.0,0.0,0.0
2014-03-01 22:46:00,68.4,0.0,0,0.0,0.0,0.0
2014-03-01 22:51:00,86.4,0.0,0,0.0,0.0,0.0
2014-03-01 22:56:00,68.4,0.0,0,0.0,0.0,0.0
2014-03-01 23:01:00,42.0,0.0,0,0.0,0.0,0.0
2014-03-01 23:06:00,104.4,0.0,0,0.0,0.0,0.0
2014-03-01 23:11:00,68.4,0.0,0,0.0,0.0,0.0
2014-03-01 23:16:00,42.0,0.0,0,0.0,0.0,0.0
2014-03-01 23:21:00,112.8,0.0,0,0.0,0.0,0.0
2014-03-01 23:26:00,42.0,0.0,0,0.0,0.0,0.0
2014-03-01 23:31:00,76.8,0.0,0,0.0,0.0,0.0
2014-03-01 23:36:00,42.0,0.0,0,0.0,0.0,0.0
2014-03-01 23:41:00,112.8,0.0,0,0.0,0.0,0.0
2014-03-01 23:46:00,68.4,0.0,0,0.0,0.0,0.0
2014-03-01 23:51:00,42.0,0.0,0,0.0,0.0,0.0
2014-03-01 23:56:00,112.8,0.0,0,0.0,0.0,0.0
2014-03-02 00:01:00,42.0,0.0,0,0.0,0.0,0.0
2014-03-02 00:06:00,68.4,0.0,0,0.0,0.0,0.0
2014-03-02 00:11:00,68.4,0.0,0,0.0,0.0,0.0
2014-03-02 00:16:00,86.4,0.0,0,0.0,0.0,0.0
2014-03-02 00:21:00,68.4,0.0,0,0.0,0.0,0.0
2014-03-02 00:26:00,42.0,0.0,0,0.0,0.0,0.0
2014-03-02 00:31:00,112.8,0.0,0,0.0,0.0,0.0
2014-03-02 00:36:00,42.0,0.0,0,0.0,0.0,0.0
2014-03-02 00:41:00,60.0,0.0,0,0.0,0.0,0.0
2014-03-02 00:46:00,68.4,0.0,0,0.0,0.0,0.0
2014-03-02 00:51:00,86.4,0.0,0,0.0,0.0,0.0
2014-03-02 00:56:00,68.4,0.0,0,0.0,0.0,0.0
2014-03-02 01:01:00,42.0,0.0,0,0.0,0.0,0.0
2014-03-02 01:06:00,112.8,0.0,0,0.0,0.0,0.0
2014-03-02 01:11:00,68.4,0.0,0,0.0,0.0,0.0
2014-03-02 01:16:00,42.0,0.0,0,0.0,0.0,0.0
2014-03-02 01:21:00,112.8,0.0,0,0.0,0.0,0.0
2014-03-02 01:26:00,42.0,0.0,0,0.0,0.0,0.0
2014-03-02 01:31:00,68.4,0.0,0,0.0,0.0,0.0
2014-03-02 01:36:00,68.4,0.0,0,0.0,0.0,0.0
2014-03-02 01:41:00,86.4,0.0,0,0.0,0.0,0.0
2014-03-02 01:46:00,68.4,0.0,0,0.0,0.0,0.0
2014-03-02 01:51:00,42.0,0.0,0,0.0,0.0,0.0
2014-03-02 01:56:00,112.8,0.0,0,0.0,0.0,0.0
2014-03-02 02:01:00,42.0,0.0,0,0.0,0.0,0.0
2014-03-02 02:06:00,68.4,0.0,0,0.0,0.0,0.0
2014-03-02 02:11:00,68.4,0.0,0,0.0,0.0,0.0
2014-03-02 02:16:00,94.8,0.0,0,0.0,0.0,0.0
2014-03-02 02:21:00,68.4,0.0,0,0.0,0.0,0.0
2014-03-02 02:26:00,42.0,0.0,0,0.0,0.0,0.0
2014-03-02 02:31:00,94.8,0.0,0,0.0,0.0,0.0
2014-03-02 02:36:00,68.4,0.0,0,0.0,0.0,0.0
2014-03-02 02:41:00,42.0,0.4712903038404304,0,0.0,0.0,0.0
2014-03-02 02:46:00,94.8,0.4712903038404304,0,0.0,0.0,0.0
2014-03-02 02:51:00,42.0,0.4712903038404304,0,0.0,0.0,0.0
2014-03-02 02:56:00,68.4,0.4712903038404304,0,0.0,0.0,0.0
2014-03-02 03:01:00,42.0,0.4712903038404304,0,0.0,0.0,0.0
2014-03-02 03:06:00,104.4,0.4712903038404304,0,0.0,0.0,0.0
2014-03-02 03:11:00,68.4,0.4712903038404304,0,0.0,0.0,0.0
2014-03-02 03:16:00,42.0,0.4712903038404304,0,0.0,0.0,0.0
2014-03-02 03:21:00,112.8,0.4712903251905528,0,0.0,0.0,0.0
2014-03-02 03:26:00,42.0,0.4712914504559654,0,0.0,0.0,0.0
2014-03-02 03:31:00,68.4,0.4712914504559651,0,0.0,0.0,0.0
2014-03-02 03:36:00,68.4,0.4713162327789311,0,0.0,0.0,0.0
2014-03-02 03:41:00,86.4,0.4713405360498009,0,0.0,0.0,0.0
