timestamp,value,anomaly_score,raw_score,norm_raw_score,exp_scores_sum,label,S(t)_reward_low_FP_rate,S(t)_reward_low_FN_rate,S(t)_standard
2014-04-10 00:02:00,14.012,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
2014-04-10 00:07:00,13.334,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
2014-04-10 00:12:00,15.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
2014-04-10 00:17:00,13.998,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
2014-04-10 00:22:00,14.332,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
2014-04-10 00:27:00,15.002,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
2014-04-10 00:32:00,13.984000000000002,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
2014-04-10 00:37:00,14.674,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
2014-04-10 00:42:00,14.668,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
2014-04-10 00:47:00,13.666,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
2014-04-10 00:52:00,13.334,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
2014-04-10 00:57:00,15.046,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
2014-04-10 01:02:00,13.332,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
2014-04-10 01:07:00,15.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
2014-04-10 01:12:00,15.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
2014-04-10 01:17:00,14.368,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
2014-04-10 01:22:00,13.666,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
2014-04-10 01:27:00,15.332,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
2014-04-10 01:32:00,14.334,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
2014-04-10 01:37:00,14.336,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
