timestamp,value,anomaly_score,raw_score,label,S(t)_reward_low_FP_rate,S(t)_reward_low_FN_rate,S(t)_standard
2013-10-09 16:25:00,9926554.0,0.0,0.0,0,0.0,0.0,0.0
2013-10-09 16:30:00,50745578.0,0.0,0.0,0,0.0,0.0,0.0
2013-10-09 16:35:00,61519397.0,0.0,0.0,0,0.0,0.0,0.0
2013-10-09 16:40:00,55996401.0,0.0,0.0,0,0.0,0.0,0.0
2013-10-09 16:45:00,40876988.0,0.0,0.0,0,0.0,0.0,0.0
2013-10-09 16:50:00,27578939.0,0.0,0.0,0,0.0,0.0,0.0
2013-10-09 16:55:00,21556437.0,0.0,0.0,0,0.0,0.0,0.0
2013-10-09 17:00:00,17440444.6,0.0,0.0,0,0.0,0.0,0.0
2013-10-09 17:05:00,15573374.0,0.0,0.0,0,0.0,0.0,0.0
2013-10-09 17:10:00,16861197.6,0.0,0.0,0,0.0,0.0,0.0
2013-10-09 17:15:00,15478144.6,0.0,0.0,0,0.0,0.0,0.0
2013-10-09 17:20:00,13678676.6,0.0,0.0,0,0.0,0.0,0.0
2013-10-09 17:25:00,11499313.8,0.0,0.0,0,0.0,0.0,0.0
2013-10-09 17:30:00,12124202.8,0.0,0.0,0,0.0,0.0,0.0
2013-10-09 17:35:00,9052782.8,0.0,0.0,0,0.0,0.0,0.0
2013-10-09 17:40:00,8203117.2,0.0,0.0,0,0.0,0.0,0.0
2013-10-09 17:45:00,8309003.0,0.0,0.0,0,0.0,0.0,0.0
2013-10-09 17:50:00,7288143.8,0.0,0.0,0,0.0,0.0,0.0
2013-10-09 17:55:00,8049176.2,0.0,0.0,0,0.0,0.0,0.0
2013-10-09 18:00:00,7444835.6,0.0,0.0,0,0.0,0.0,0.0
2013-10-09 18:05:00,6954155.4,0.0,0.0,0,0.0,0.0,0.0
2013-10-09 18:10:00,7231045.0,0.0,0.0,0,0.0,0.0,0.0
2013-10-09 18:15:00,8040165.8,0.0,0.0,0,0.0,0.0,0.0
2013-10-09 18:20:00,8041010.6,0.0,0.0,0,0.0,0.0,0.0
2013-10-09 18:25:00,8631127.0,0.0,0.0,0,0.0,0.0,0.0
2013-10-09 18:30:00,10871151.8,0.0,0.0,0,0.0,0.0,0.0
2013-10-09 18:35:00,12124409.6,0.0,0.0,0,0.0,0.0,0.0
2013-10-09 18:40:00,13318374.8,0.0,0.0,0,0.0,0.0,0.0
2013-10-09 18:45:00,13666994.4,0.0,0.0,0,0.0,0.0,0.0
2013-10-09 18:50:00,14298954.0,0.0,0.0,0,0.0,0.0,0.0
2013-10-09 18:55:00,12679300.0,0.0,0.0,0,0.0,0.0,0.0
2013-10-09 19:00:00,13892004.8,0.0,0.0,0,0.0,0.0,0.0
2013-10-09 19:05:00,14145179.8,0.0,0.0,0,0.0,0.0,0.0
2013-10-09 19:10:00,13505345.2,0.0,0.0,0,0.0,0.0,0.0
2013-10-09 19:15:00,12603028.8,0.0,0.0,0,0.0,0.0,0.0
2013-10-09 19:20:00,12435453.8,0.0,0.0,0,0.0,0.0,0.0
2013-10-09 19:25:00,12193640.4,0.0,0.0,0,0.0,0.0,0.0
2013-10-09 19:30:00,11542288.0,0.0,0.0,0,0.0,0.0,0.0
2013-10-09 19:35:00,11432968.6,0.0,0.0,0,0.0,0.0,0.0
2013-10-09 19:40:00,12384512.2,0.0,0.0,0,0.0,0.0,0.0
2013-10-09 19:45:00,11534099.6,0.0,0.0,0,0.0,0.0,0.0
2013-10-09 19:50:00,14190782.8,0.0,0.0,0,0.0,0.0,0.0
2013-10-09 19:55:00,10355034.8,0.0,0.0,0,0.0,0.0,0.0
2013-10-09 20:00:00,11658785.8,0.0,0.0,0,0.0,0.0,0.0
2013-10-09 20:05:00,11139206.8,0.0,0.0,0,0.0,0.0,0.0
2013-10-09 20:10:00,8083117.8,0.0,0.0,0,0.0,0.0,0.0
2013-10-09 20:15:00,8599227.6,0.0,0.0,0,0.0,0.0,0.0
2013-10-09 20:20:00,9273135.2,0.0,0.0,0,0.0,0.0,0.0
2013-10-09 20:25:00,10097324.2,0.0,0.0,0,0.0,0.0,0.0
2013-10-09 20:30:00,7103913.6,0.0,0.0,0,0.0,0.0,0.0
2013-10-09 20:35:00,6885343.0,0.0,0.0,0,0.0,0.0,0.0
2013-10-09 20:40:00,9448017.6,0.0,0.0,0,0.0,0.0,0.0
2013-10-09 20:45:00,9151835.2,0.0,0.0,0,0.0,0.0,0.0
2013-10-09 20:50:00,7744279.8,0.0,0.0,0,0.0,0.0,0.0
2013-10-09 20:55:00,8781789.8,0.0,0.0,0,0.0,0.0,0.0
2013-10-09 21:00:00,8182947.4,0.0,0.0,0,0.0,0.0,0.0
2013-10-09 21:05:00,8303328.2,0.0,0.0,0,0.0,0.0,0.0
2013-10-09 21:10:00,7031833.4,0.0,0.0,0,0.0,0.0,0.0
2013-10-09 21:15:00,8185888.6,0.0,0.0,0,0.0,0.0,0.0
2013-10-09 21:20:00,8057902.0,0.0,0.0,0,0.0,0.0,0.0
2013-10-09 21:25:00,7633338.0,0.0,0.0,0,0.0,0.0,0.0
2013-10-09 21:30:00,6917495.8,0.0,0.0,0,0.0,0.0,0.0
2013-10-09 21:35:00,6870317.0,0.0,0.0,0,0.0,0.0,0.0
2013-10-09 21:40:00,7294645.6,0.0,0.0,0,0.0,0.0,0.0
2013-10-09 21:45:00,5611490.2,0.0,0.0,0,0.0,0.0,0.0
2013-10-09 21:50:00,6072482.4,0.0,0.0,0,0.0,0.0,0.0
2013-10-09 21:55:00,5285099.8,0.0,0.0,0,0.0,0.0,0.0
2013-10-09 22:00:00,6168137.2,0.0,0.0,0,0.0,0.0,0.0
2013-10-09 22:05:00,5984117.8,0.0,0.0,0,0.0,0.0,0.0
2013-10-09 22:10:00,5378818.4,0.0,0.0,0,0.0,0.0,0.0
2013-10-09 22:15:00,4649463.4,0.0,0.0,0,0.0,0.0,0.0
2013-10-09 22:20:00,4785452.6,0.0,0.0,0,0.0,0.0,0.0
2013-10-09 22:25:00,3547037.6,0.0,0.0,0,0.0,0.0,0.0
2013-10-09 22:30:00,4001507.2,0.0,0.0,0,0.0,0.0,0.0
2013-10-09 22:35:00,3605455.2,0.0,0.0,0,0.0,0.0,0.0
2013-10-09 22:40:00,3690194.0,0.0,0.0,0,0.0,0.0,0.0
2013-10-09 22:45:00,3352156.8,0.0,0.0,0,0.0,0.0,0.0
2013-10-09 22:50:00,3301986.2,0.0,0.0,0,0.0,0.0,0.0
2013-10-09 22:55:00,3269069.2,0.0,0.0,0,0.0,0.0,0.0
2013-10-09 23:00:00,3290852.4,0.0,0.0,0,0.0,0.0,0.0
2013-10-09 23:05:00,1511772.6,0.0,0.0,0,0.0,0.0,0.0
2013-10-09 23:10:00,1361081.2,0.0,0.0,0,0.0,0.0,0.0
2013-10-09 23:15:00,1313713.0,0.0,0.0,0,0.0,0.0,0.0
2013-10-09 23:20:00,2147718.8,0.0,0.0,0,0.0,0.0,0.0
2013-10-09 23:25:00,1998864.2,0.0,0.0,0,0.0,0.0,0.0
2013-10-09 23:30:00,1534170.4,0.0,0.0,0,0.0,0.0,0.0
2013-10-09 23:35:00,978077.0,0.0,0.0,0,0.0,0.0,0.0
2013-10-09 23:40:00,974482.6,0.0,0.0,0,0.0,0.0,0.0
2013-10-09 23:45:00,1120244.0,0.0,0.0,0,0.0,0.0,0.0
2013-10-09 23:50:00,1041381.4,0.0,0.0,0,0.0,0.0,0.0
2013-10-09 23:55:00,1315852.8,0.0,0.0,0,0.0,0.0,0.0
2013-10-10 00:00:00,1663223.0,0.0,0.0,0,0.0,0.0,0.0
2013-10-10 00:05:00,881168.6,0.0,0.0,0,0.0,0.0,0.0
2013-10-10 00:10:00,864271.8,0.0,0.0,0,0.0,0.0,0.0
2013-10-10 00:15:00,831722.8,0.0,0.0,0,0.0,0.0,0.0
2013-10-10 00:20:00,1025884.6,0.0,0.0,0,0.0,0.0,0.0
2013-10-10 00:25:00,1056338.6,0.0,0.0,0,0.0,0.0,0.0
2013-10-10 00:30:00,1342641.2,0.0,0.0,0,0.0,0.0,0.0
2013-10-10 00:35:00,901321.4,0.0,0.0,0,0.0,0.0,0.0
2013-10-10 00:40:00,994254.0,0.0,0.0,0,0.0,0.0,0.0
2013-10-10 00:45:00,995340.2,0.0,0.0,0,0.0,0.0,0.0
2013-10-10 00:50:00,1042389.8,0.0,0.0,0,0.0,0.0,0.0
2013-10-10 00:55:00,1468524.8,0.0,0.0,0,0.0,0.0,0.0
2013-10-10 01:00:00,1874774.4,0.0,0.0,0,0.0,0.0,0.0
2013-10-10 01:05:00,1068452.6,0.0,0.0,0,0.0,0.0,0.0
2013-10-10 01:10:00,997374.4,0.0,0.0,0,0.0,0.0,0.0
2013-10-10 01:15:00,1185431.8,0.0,0.0,0,0.0,0.0,0.0
2013-10-10 01:20:00,1253500.4,0.0,0.0,0,0.0,0.0,0.0
2013-10-10 01:25:00,1019610.0,0.0,0.0,0,0.0,0.0,0.0
2013-10-10 01:30:00,1467012.8,0.0,0.0,0,0.0,0.0,0.0
2013-10-10 01:35:00,889605.0,0.0,0.0,0,0.0,0.0,0.0
2013-10-10 01:40:00,825968.8,0.0,0.0,0,0.0,0.0,0.0
2013-10-10 01:45:00,944624.6,0.0,0.0,0,0.0,0.0,0.0
2013-10-10 01:50:00,1014397.6,0.0,0.0,0,0.0,0.0,0.0
2013-10-10 01:55:00,985993.2,0.0,0.0,0,0.0,0.0,0.0
2013-10-10 02:00:00,1556147.0,0.0,0.0,0,0.0,0.0,0.0
2013-10-10 02:05:00,918924.2,0.0,0.0,0,0.0,0.0,0.0
2013-10-10 02:10:00,946216.0,0.0,0.0,0,0.0,0.0,0.0
2013-10-10 02:15:00,1203311.6,0.0,0.0,0,0.0,0.0,0.0
2013-10-10 02:20:00,818717.8,0.0,0.0,0,0.0,0.0,0.0
2013-10-10 02:25:00,1271861.4,0.0,0.0,0,0.0,0.0,0.0
2013-10-10 02:30:00,1249426.0,0.0,0.0,0,0.0,0.0,0.0
2013-10-10 02:35:00,959763.2,0.0,0.0,0,0.0,0.0,0.0
2013-10-10 02:40:00,894922.6,0.0,0.0,0,0.0,0.0,0.0
2013-10-10 02:45:00,1035031.6,0.0,0.0,0,0.0,0.0,0.0
2013-10-10 02:50:00,1291079.8,0.0,0.0,0,0.0,0.0,0.0
2013-10-10 02:55:00,1066712.6,0.0,0.0,0,0.0,0.0,0.0
2013-10-10 03:00:00,2790829.8,0.0,0.0,0,0.0,0.0,0.0
2013-10-10 03:05:00,2466770.6,0.0,0.0,0,0.0,0.0,0.0
2013-10-10 03:10:00,3168191.8,0.0,0.0,0,0.0,0.0,0.0
2013-10-10 03:15:00,1362582.2,0.0,0.0,0,0.0,0.0,0.0
2013-10-10 03:20:00,1203811.0,0.0,0.0,0,0.0,0.0,0.0
2013-10-10 03:25:00,892913.2,0.0,0.0,0,0.0,0.0,0.0
2013-10-10 03:30:00,1422962.0,0.0,0.0,0,0.0,0.0,0.0
2013-10-10 03:35:00,1272848.0,0.0,0.0,0,0.0,0.0,0.0
2013-10-10 03:40:00,1383750.2,0.0,0.0,0,0.0,0.0,0.0
2013-10-10 03:45:00,973746.4,0.0,0.0,0,0.0,0.0,0.0
2013-10-10 03:50:00,1240975.6,0.0,0.0,0,0.0,0.0,0.0
2013-10-10 03:55:00,1022294.6,0.0,0.0,0,0.0,0.0,0.0
2013-10-10 04:00:00,1794335.0,0.0,0.0,0,0.0,0.0,0.0
2013-10-10 04:05:00,1261058.8,0.0,0.0,0,0.0,0.0,0.0
2013-10-10 04:10:00,1260534.4,0.0,0.0,0,0.0,0.0,0.0
2013-10-10 04:15:00,1064257.4,0.0,0.0,0,0.0,0.0,0.0
2013-10-10 04:20:00,1027933.8,0.0,0.0,0,0.0,0.0,0.0
2013-10-10 04:25:00,959238.6,0.0,0.0,0,0.0,0.0,0.0
2013-10-10 04:30:00,955490.2,0.0,0.0,0,0.0,0.0,0.0
2013-10-10 04:35:00,1219726.6,0.0,0.0,0,0.0,0.0,0.0
2013-10-10 04:40:00,944099.2,0.0,0.0,0,0.0,0.0,0.0
2013-10-10 04:45:00,789781.0,0.0,0.0,0,0.0,0.0,0.0
2013-10-10 04:50:00,1506217.2,0.0,0.0,0,0.0,0.0,0.0
2013-10-10 04:55:00,1009633.4,0.0,0.0,0,0.0,0.0,0.0
