timestamp,value,anomaly_score,raw_score,label,S(t)_reward_low_FP_rate,S(t)_reward_low_FN_rate,S(t)_standard
2014-04-02 14:29:00,42.652,0.0,0.0,0,0.0,0.0,0.0
2014-04-02 14:34:00,41.362,0.0,0.0,0,0.0,0.0,0.0
2014-04-02 14:39:00,43.408,0.0,0.0,0,0.0,0.0,0.0
2014-04-02 14:44:00,40.262,0.0,0.0,0,0.0,0.0,0.0
2014-04-02 14:49:00,40.328,0.0,0.0,0,0.0,0.0,0.0
2014-04-02 14:54:00,42.652,0.0,0.0,0,0.0,0.0,0.0
2014-04-02 14:59:00,39.836,0.0,0.0,0,0.0,0.0,0.0
2014-04-02 15:04:00,42.57,0.0,0.0,0,0.0,0.0,0.0
2014-04-02 15:09:00,45.212,0.0,0.0,0,0.0,0.0,0.0
2014-04-02 15:14:00,41.15,0.0,0.0,0,0.0,0.0,0.0
2014-04-02 15:19:00,42.91,0.0,0.0,0,0.0,0.0,0.0
2014-04-02 15:24:00,43.756,0.0,0.0,0,0.0,0.0,0.0
2014-04-02 15:29:00,38.522,0.0,0.0,0,0.0,0.0,0.0
2014-04-02 15:34:00,42.488,0.0,0.0,0,0.0,0.0,0.0
2014-04-02 15:39:00,41.268,0.0,0.0,0,0.0,0.0,0.0
2014-04-02 15:44:00,42.136,0.0,0.0,0,0.0,0.0,0.0
2014-04-02 15:49:00,42.066,0.0,0.0,0,0.0,0.0,0.0
2014-04-02 15:54:00,43.544,0.0,0.0,0,0.0,0.0,0.0
2014-04-02 15:59:00,38.404,0.0,0.0,0,0.0,0.0,0.0
2014-04-02 16:04:00,42.018,0.0,0.0,0,0.0,0.0,0.0
2014-04-02 16:09:00,44.872,0.0,0.0,0,0.0,0.0,0.0
2014-04-02 16:14:00,40.658,0.0,0.0,0,0.0,0.0,0.0
2014-04-02 16:19:00,42.276,0.0,0.0,0,0.0,0.0,0.0
2014-04-02 16:24:00,43.052,0.0,0.0,0,0.0,0.0,0.0
2014-04-02 16:29:00,43.56800000000001,0.0,0.0,0,0.0,0.0,0.0
2014-04-02 16:34:00,38.356,0.0,0.0,0,0.0,0.0,0.0
2014-04-02 16:39:00,39.788,0.0,0.0,0,0.0,0.0,0.0
2014-04-02 16:44:00,41.83,0.0,0.0,0,0.0,0.0,0.0
2014-04-02 16:49:00,39.038,0.0,0.0,0,0.0,0.0,0.0
2014-04-02 16:54:00,42.184,0.0,0.0,0,0.0,0.0,0.0
2014-04-02 16:59:00,41.76,0.0,0.0,0,0.0,0.0,0.0
2014-04-02 17:04:00,43.99,0.0,0.0,0,0.0,0.0,0.0
2014-04-02 17:09:00,41.476000000000006,0.0,0.0,0,0.0,0.0,0.0
2014-04-02 17:14:00,39.236,0.0,0.0,0,0.0,0.0,0.0
2014-04-02 17:19:00,41.798,0.0,0.0,0,0.0,0.0,0.0
2014-04-02 17:24:00,39.722,0.0,0.0,0,0.0,0.0,0.0
2014-04-02 17:29:00,40.61,0.0,0.0,0,0.0,0.0,0.0
2014-04-02 17:34:00,44.414,0.0,0.0,0,0.0,0.0,0.0
2014-04-02 17:39:00,38.404,0.0,0.0,0,0.0,0.0,0.0
2014-04-02 17:44:00,41.982,0.0,0.0,0,0.0,0.0,0.0
2014-04-02 17:49:00,42.066,0.0,0.0,0,0.0,0.0,0.0
2014-04-02 17:54:00,42.33600000000001,0.0,0.0,0,0.0,0.0,0.0
2014-04-02 17:59:00,41.01,0.0,0.0,0,0.0,0.0,0.0
2014-04-02 18:04:00,43.122,0.0,0.0,0,0.0,0.0,0.0
2014-04-02 18:09:00,39.954,0.0,0.0,0,0.0,0.0,0.0
2014-04-02 18:14:00,40.516,0.0,0.0,0,0.0,0.0,0.0
2014-04-02 18:19:00,45.396,0.0,0.0,0,0.0,0.0,0.0
2014-04-02 18:24:00,38.188,0.0,0.0,0,0.0,0.0,0.0
2014-04-02 18:29:00,42.536,0.0,0.0,0,0.0,0.0,0.0
2014-04-02 18:34:00,38.882,0.0,0.0,0,0.0,0.0,0.0
2014-04-02 18:39:00,40.766,0.0,0.0,0,0.0,0.0,0.0
2014-04-02 18:44:00,40.4,0.0,0.0,0,0.0,0.0,0.0
2014-04-02 18:49:00,41.808,0.0,0.0,0,0.0,0.0,0.0
2014-04-02 18:54:00,42.324,0.0,0.0,0,0.0,0.0,0.0
2014-04-02 18:59:00,44.152,0.0,0.0,0,0.0,0.0,0.0
2014-04-02 19:04:00,40.234,0.0,0.0,0,0.0,0.0,0.0
2014-04-02 19:09:00,40.892,0.0,0.0,0,0.0,0.0,0.0
2014-04-02 19:14:00,41.494,0.0,0.0,0,0.0,0.0,0.0
2014-04-02 19:19:00,40.61,0.0,0.0,0,0.0,0.0,0.0
2014-04-02 19:24:00,42.484,0.0,0.0,0,0.0,0.0,0.0
2014-04-02 19:29:00,38.774,0.0,0.0,0,0.0,0.0,0.0
2014-04-02 19:34:00,45.14,0.0,0.0,0,0.0,0.0,0.0
2014-04-02 19:39:00,40.122,0.0,0.0,0,0.0,0.0,0.0
2014-04-02 19:44:00,41.01,0.0,0.0,0,0.0,0.0,0.0
2014-04-02 19:49:00,43.708,0.0,0.0,0,0.0,0.0,0.0
2014-04-02 19:54:00,40.61,0.0,0.0,0,0.0,0.0,0.0
2014-04-02 19:59:00,43.49800000000001,0.0,0.0,0,0.0,0.0,0.0
2014-04-02 20:04:00,42.606,0.0,0.0,0,0.0,0.0,0.0
2014-04-02 20:09:00,46.362,0.0,0.0,0,0.0,0.0,0.0
2014-04-02 20:14:00,40.306,0.0,0.0,0,0.0,0.0,0.0
2014-04-02 20:19:00,46.478,0.0,0.0,0,0.0,0.0,0.0
2014-04-02 20:24:00,38.808,0.0,0.0,0,0.0,0.0,0.0
2014-04-02 20:29:00,41.878,0.0,0.0,0,0.0,0.0,0.0
2014-04-02 20:34:00,44.254,0.0,0.0,0,0.0,0.0,0.0
2014-04-02 20:39:00,41.57,0.0,0.0,0,0.0,0.0,0.0
2014-04-02 20:44:00,39.206,0.0,0.0,0,0.0,0.0,0.0
2014-04-02 20:49:00,40.482,0.0,0.0,0,0.0,0.0,0.0
2014-04-02 20:54:00,43.594,0.0,0.0,0,0.0,0.0,0.0
2014-04-02 20:59:00,41.808,0.0,0.0,0,0.0,0.0,0.0
2014-04-02 21:04:00,40.752,0.0,0.0,0,0.0,0.0,0.0
2014-04-02 21:09:00,46.31399999999999,0.0,0.0,0,0.0,0.0,0.0
2014-04-02 21:14:00,38.99,0.0,0.0,0,0.0,0.0,0.0
2014-04-02 21:19:00,41.666,0.0,0.0,0,0.0,0.0,0.0
2014-04-02 21:24:00,39.39,0.0,0.0,0,0.0,0.0,0.0
2014-04-02 21:29:00,40.812,0.0,0.0,0,0.0,0.0,0.0
2014-04-02 21:34:00,42.20399999999999,0.0,0.0,0,0.0,0.0,0.0
2014-04-02 21:39:00,44.95399999999999,0.0,0.0,0,0.0,0.0,0.0
2014-04-02 21:44:00,41.55,0.0,0.0,0,0.0,0.0,0.0
2014-04-02 21:49:00,42.09,0.0,0.0,0,0.0,0.0,0.0
2014-04-02 21:54:00,42.178,0.0,0.0,0,0.0,0.0,0.0
2014-04-02 21:59:00,43.24,0.0,0.0,0,0.0,0.0,0.0
2014-04-02 22:04:00,38.27,0.0,0.0,0,0.0,0.0,0.0
2014-04-02 22:09:00,42.206,0.0,0.0,0,0.0,0.0,0.0
2014-04-02 22:14:00,44.15600000000001,0.0,0.0,0,0.0,0.0,0.0
2014-04-02 22:19:00,41.332,0.0,0.0,0,0.0,0.0,0.0
2014-04-02 22:24:00,42.276,0.0,0.0,0,0.0,0.0,0.0
2014-04-02 22:29:00,41.15,0.0,0.0,0,0.0,0.0,0.0
2014-04-02 22:34:00,41.648,0.0,0.0,0,0.0,0.0,0.0
2014-04-02 22:39:00,41.298,0.0,0.0,0,0.0,0.0,0.0
2014-04-02 22:44:00,38.616,0.0,0.0,0,0.0,0.0,0.0
2014-04-02 22:49:00,41.15,0.0,0.0,0,0.0,0.0,0.0
2014-04-02 22:54:00,44.718,0.0,0.0,0,0.0,0.0,0.0
2014-04-02 22:59:00,41.924,0.0,0.0,0,0.0,0.0,0.0
2014-04-02 23:04:00,42.042,0.0,0.0,0,0.0,0.0,0.0
2014-04-02 23:09:00,42.536,0.0,0.0,0,0.0,0.0,0.0
2014-04-02 23:14:00,45.164,0.0,0.0,0,0.0,0.0,0.0
2014-04-02 23:19:00,39.142,0.0,0.0,0,0.0,0.0,0.0
2014-04-02 23:24:00,41.0,0.0,0.0,0,0.0,0.0,0.0
2014-04-02 23:29:00,40.576,0.0,0.0,0,0.0,0.0,0.0
2014-04-02 23:34:00,44.234,0.0,0.0,0,0.0,0.0,0.0
2014-04-02 23:39:00,42.816,0.0,0.0,0,0.0,0.0,0.0
2014-04-02 23:44:00,41.31399999999999,0.0,0.0,0,0.0,0.0,0.0
2014-04-02 23:49:00,40.156,0.0,0.0,0,0.0,0.0,0.0
2014-04-02 23:54:00,45.684,0.0,0.0,0,0.0,0.0,0.0
2014-04-02 23:59:00,39.508,0.0,0.0,0,0.0,0.0,0.0
2014-04-03 00:04:00,42.36,0.0,0.0,0,0.0,0.0,0.0
2014-04-03 00:09:00,46.882,0.0,0.0,0,0.0,0.0,0.0
2014-04-03 00:14:00,40.188,0.0,0.0,0,0.0,0.0,0.0
2014-04-03 00:19:00,40.576,0.0,0.0,0,0.0,0.0,0.0
2014-04-03 00:24:00,41.924,0.0,0.0,0,0.0,0.0,0.0
2014-04-03 00:29:00,40.68,0.0,0.0,0,0.0,0.0,0.0
2014-04-03 00:34:00,39.152,0.0,0.0,0,0.0,0.0,0.0
2014-04-03 00:39:00,45.0,0.0,0.0,0,0.0,0.0,0.0
2014-04-03 00:44:00,38.898,0.0,0.0,0,0.0,0.0,0.0
2014-04-03 00:49:00,41.69,0.0,0.0,0,0.0,0.0,0.0
2014-04-03 00:54:00,43.56800000000001,0.0,0.0,0,0.0,0.0,0.0
2014-04-03 00:59:00,42.23,0.0,0.0,0,0.0,0.0,0.0
2014-04-03 01:04:00,42.3,0.0,0.0,0,0.0,0.0,0.0
2014-04-03 01:09:00,44.328,0.0,0.0,0,0.0,0.0,0.0
2014-04-03 01:14:00,40.172,0.0,0.0,0,0.0,0.0,0.0
2014-04-03 01:19:00,41.292,0.0,0.0,0,0.0,0.0,0.0
2014-04-03 01:24:00,44.812,0.0,0.0,0,0.0,0.0,0.0
2014-04-03 01:29:00,43.17,0.0,0.0,0,0.0,0.0,0.0
2014-04-03 01:34:00,42.7,0.0,0.0,0,0.0,0.0,0.0
2014-04-03 01:39:00,45.716,0.0,0.0,0,0.0,0.0,0.0
2014-04-03 01:44:00,39.202,0.0,0.0,0,0.0,0.0,0.0
2014-04-03 01:49:00,41.572,0.0,0.0,0,0.0,0.0,0.0
2014-04-03 01:54:00,44.164,0.0,0.0,0,0.0,0.0,0.0
2014-04-03 01:59:00,40.798,0.0,0.0,0,0.0,0.0,0.0
2014-04-03 02:04:00,42.066,0.0,0.0,0,0.0,0.0,0.0
2014-04-03 02:09:00,43.708,0.0,0.0,0,0.0,0.0,0.0
2014-04-03 02:14:00,41.22,0.0,0.0,0,0.0,0.0,0.0
2014-04-03 02:19:00,41.394,0.0,0.0,0,0.0,0.0,0.0
2014-04-03 02:24:00,41.996,0.0,0.0,0,0.0,0.0,0.0
2014-04-03 02:29:00,40.102,0.0,0.0,0,0.0,0.0,0.0
2014-04-03 02:34:00,42.37,0.0,0.0,0,0.0,0.0,0.0
2014-04-03 02:39:00,38.858,0.0,0.0,0,0.0,0.0,0.0
2014-04-03 02:44:00,42.16,0.0,0.0,0,0.0,0.0,0.0
2014-04-03 02:49:00,41.422,0.0,0.0,0,0.0,0.0,0.0
2014-04-03 02:54:00,43.146,0.0,0.0,0,0.0,0.0,0.0
2014-04-03 02:59:00,40.54,0.0,0.0,0,0.0,0.0,0.0
2014-04-03 03:04:00,43.988,0.0,-0.0015662488329404312,0,0.0,0.0,0.0
2014-04-03 03:09:00,41.12600000000001,1.0,0.0005647749979686978,0,0.0,0.0,0.0
2014-04-03 03:14:00,40.868,0.5,0.000695205102818619,0,0.0,0.0,0.0
2014-04-03 03:19:00,46.478,0.39587128283970174,0.0020385211636941847,0,0.0,0.0,0.0
2014-04-03 03:24:00,41.76,0.5954786583495661,0.002171139928464072,0,0.0,0.0,0.0
2014-04-03 03:29:00,43.538,-0.2240360298379444,0.0006075146687933852,0,0.0,0.0,0.0
2014-04-03 03:34:00,44.014,0.10875992071526992,0.0012489923167713355,0,0.0,0.0,0.0
2014-04-03 03:39:00,44.40600000000001,-0.1290755829219445,0.000766351445058433,0,0.0,0.0,0.0
2014-04-03 03:44:00,38.25,0.5340869376108338,0.0024828596806969467,0,0.0,0.0,0.0
2014-04-03 03:49:00,41.022,-0.4732607049168193,-0.00015937068678084643,0,0.0,0.0,0.0
2014-04-03 03:54:00,43.926,-0.4259346344251373,-0.0007367907191913048,0,0.0,0.0,0.0
2014-04-03 03:59:00,39.578,-0.3872133040228521,-0.000898573790042434,0,0.0,0.0,0.0
2014-04-03 04:04:00,43.63800000000001,-0.3549455286876144,-0.0021024850130224593,0,0.0,0.0,0.0
2014-04-03 04:09:00,44.578,-0.3276420264808749,-0.0016621698925689545,0,0.0,0.0,0.0
2014-04-03 04:14:00,38.92,-0.3042390245893838,-0.0008052929505453221,0,0.0,0.0,0.0
2014-04-03 04:19:00,40.538,-0.21513617070955715,0.0001708710295034166,0,0.0,0.0,0.0
2014-04-03 04:24:00,43.49800000000001,-0.255328570758881,3.769438219336507e-05,0,0.0,0.0,0.0
2014-04-03 04:29:00,39.468,-0.08752328481793173,0.0004170404777070758,0,0.0,0.0,0.0
2014-04-03 04:34:00,39.366,0.749371320123062,0.0095144692207505,0,0.0,0.0,0.0
2014-04-03 04:39:00,42.49800000000001,0.6614019743547617,0.007383174749353571,0,0.0,0.0,0.0
2014-04-03 04:44:00,38.826,0.6161501496941661,0.007267272092814636,0,0.0,0.0,0.0
2014-04-03 04:49:00,41.182,0.5752582015700811,0.007157366036469881,0,0.0,0.0,0.0
2014-04-03 04:54:00,42.86600000000001,0.43134520353946426,0.006036895539551779,0,0.0,0.0,0.0
2014-04-03 04:59:00,40.932,0.4562043670810765,0.0064518529669044256,0,0.0,0.0,0.0
2014-04-03 05:04:00,42.538,0.4984852558686138,0.007034989115606294,0,0.0,0.0,0.0
2014-04-03 05:09:00,47.37,0.7391468363582498,0.011406305191119516,0,0.0,0.0,0.0
2014-04-03 05:14:00,38.81,0.7523188714302309,0.012302796187313449,0,0.0,0.0,0.0
2014-04-03 05:19:00,45.114,0.7418350027223151,0.013102032627720916,0,0.0,0.0,0.0
2014-04-03 05:24:00,45.438,0.7305267659873487,0.016077762432686882,0,0.0,0.0,0.0
2014-04-03 05:29:00,42.864,0.5404611539379456,0.012652712290694978,0,0.0,0.0,0.0
2014-04-03 05:34:00,44.738,0.6222347557941535,0.014257095702507884,0,0.0,0.0,0.0
2014-04-03 05:39:00,46.43,0.7154039675948276,0.016860643832838914,0,0.0,0.0,0.0
2014-04-03 05:44:00,41.028,0.5999084311964813,0.015074415302596124,0,0.0,0.0,0.0
2014-04-03 05:49:00,40.362,0.5804100635996785,0.015052170646701056,0,0.0,0.0,0.0
2014-04-03 05:54:00,46.26600000000001,0.6370475375515541,0.016294941021399726,0,0.0,0.0,0.0
2014-04-03 05:59:00,39.342,0.5873529280910308,0.015763944529023632,0,0.0,0.0,0.0
2014-04-03 06:04:00,44.24800000000001,0.4611081298340369,0.0139104634088838,0,0.0,0.0,0.0
2014-04-03 06:09:00,42.63,0.5078735031690313,0.014909081494707266,0,0.0,0.0,0.0
2014-04-03 06:14:00,42.77,0.4424147225591932,0.014030748368298871,0,0.0,0.0,0.0
2014-04-03 06:19:00,43.944,0.4327699748402358,0.014059398303523095,0,0.0,0.0,0.0
2014-04-03 06:24:00,40.774,0.3548438132512105,0.012927932557893484,0,0.0,0.0,0.0
2014-04-03 06:29:00,43.728,0.31596775438935304,0.012418381447787395,0,0.0,0.0,0.0
2014-04-03 06:34:00,48.756,0.5719140337836884,0.017295339315559488,0,0.0,0.0,0.0
2014-04-03 06:39:00,41.29,0.5691228640704468,0.01833337346059949,0,0.0,0.0,0.0
2014-04-03 06:44:00,41.572,0.5145776970239044,0.01713341152669301,0,0.0,0.0,0.0
2014-04-03 06:49:00,42.262,0.5685949629527804,0.019474111193495958,0,0.0,0.0,0.0
2014-04-03 06:54:00,45.6,0.5809553179209068,0.025356166565160262,0,0.0,0.0,0.0
2014-04-03 06:59:00,41.15,0.6347308984418093,0.024620729881164042,0,0.0,0.0,0.0
2014-04-03 07:04:00,44.302,0.5929502491025211,0.02389663157700284,0,0.0,0.0,0.0
2014-04-03 07:09:00,41.972,0.6384105661111532,0.025443572966388217,0,0.0,0.0,0.0
2014-04-03 07:14:00,42.324,0.5587654040899231,0.023711011264992976,0,0.0,0.0,0.0
2014-04-03 07:19:00,43.028,0.5363520555166676,0.02341950007220817,0,0.0,0.0,0.0
2014-04-03 07:24:00,44.648,0.6055890339308276,0.02700314430903461,0,0.0,0.0,0.0
2014-04-03 07:29:00,43.404,0.5913885452366505,0.02632472385979412,0,0.0,0.0,0.0
2014-04-03 07:34:00,38.052,0.5519013342306467,0.02555417371059576,0,0.0,0.0,0.0
2014-04-03 07:39:00,41.338,0.5920969718018865,0.02691054724657249,0,0.0,0.0,0.0
